City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,ahipara,-35.1667,173.1667,20.05,79,100,1.01,NZ,2023-04-01 23:22:44
302,peleduy,59.6289,112.7406,-18.33,100,89,0.64,RU,2023-04-01 23:22:44
303,tigre,-34.426,-58.5796,18.47,75,6,2.72,AR,2023-04-01 23:22:45
304,yazd,31.8972,54.3675,11.06,13,0,4.12,IR,2023-04-01 23:22:45
305,hong gai,20.956,107.0946,22.95,98,84,1.82,VN,2023-04-01 23:22:46
306,formosa,-26.1775,-58.1781,24.99,49,0,3.6,AR,2023-04-01 23:21:01
307,demba,-5.51,22.2667,19.67,98,63,0.69,CD,2023-04-01 23:22:47
308,strezhevoy,60.7333,77.5889,-1.87,78,100,6.93,RU,2023-04-01 23:22:48
309,comodoro rivadavia,-45.8667,-67.5,18.92,24,0,7.2,AR,2023-04-01 23:22:49
310,oktyabrskiy,54.4815,53.471,3.18,85,100,1.28,RU,2023-04-01 23:22:49
311,kalmunai,7.4167,81.8167,24.55,88,15,2.46,LK,2023-04-01 23:22:50
312,cabo san lucas,22.8909,-109.9124,30.17,28,100,6.17,MX,2023-04-01 23:22:50
313,jalor,25.35,72.6167,23.59,47,50,3.57,IN,2023-04-01 23:22:51
314,cayenne,4.9333,-52.3333,25.02,83,75,1.54,GF,2023-04-01 23:22:52
315,ilulissat,69.2167,-51.1,-16.99,78,24,3.6,GL,2023-04-01 23:22:52
316,aykhal,66.0,111.5,-13.7,86,100,11.94,RU,2023-04-01 23:22:53
317,coquimbo,-29.9533,-71.3436,16.85,88,20,5.14,CL,2023-04-01 23:19:50
318,roebourne,-20.7833,117.1333,26.85,74,64,2.58,AU,2023-04-01 23:22:54
319,boa vista,2.8197,-60.6733,29.99,51,0,3.09,BR,2023-04-01 23:18:58
320,salamiyah,35.0113,37.0532,8.94,92,29,4.19,SY,2023-04-01 23:22:55
321,grand forks,47.9417,-97.4337,-1.04,59,40,6.69,US,2023-04-01 23:18:49
322,portland,45.5234,-122.6762,10.99,72,75,10.8,US,2023-04-01 23:17:06
323,orotukan,62.2667,151.7,-12.44,92,100,2.08,RU,2023-04-01 23:22:57
324,luderitz,-26.6481,15.1594,16.15,90,16,3.08,NA,2023-04-01 23:21:34
325,hailar,49.2,119.7,2.6,74,5,1.78,CN,2023-04-01 23:22:58
326,pishin,30.5803,66.9961,14.46,53,14,1.27,PK,2023-04-01 23:22:58
327,cedar lake,41.3648,-87.4411,3.9,71,95,6.44,US,2023-04-01 23:22:59
328,zhuzhou,27.8333,113.15,18.07,83,46,3.1,CN,2023-04-01 23:22:59
329,rosetown,51.5501,-108.0014,-2.97,80,100,2.57,CA,2023-04-01 23:23:00
330,buckeye,33.3703,-112.5838,27.61,12,0,2.57,US,2023-04-01 23:20:43
331,college,64.8569,-147.8028,-1.34,50,75,5.14,US,2023-04-01 23:20:16
332,kaitangata,-46.2817,169.8464,12.18,90,87,4.79,NZ,2023-04-01 23:23:01
333,cairns,-16.9167,145.7667,30.06,74,73,1.54,AU,2023-04-01 23:23:02
334,anloga,5.7947,0.8973,27.9,80,95,5.43,GH,2023-04-01 23:23:03
335,neftcala,39.3742,49.2472,8.19,80,100,3.31,AZ,2023-04-01 23:23:03
336,ketchikan,55.3422,-131.6461,6.26,61,75,5.14,US,2023-04-01 23:23:04
337,candolim,15.5181,73.7626,23.18,71,93,4.27,IN,2023-04-01 23:23:04
338,palasa,18.7667,84.4167,24.93,87,53,2.95,IN,2023-04-01 23:23:06
339,kandrian,-6.2167,149.55,27.04,81,100,1.95,PG,2023-04-01 23:23:06
340,chapais,49.7834,-74.8492,-4.12,87,100,7.26,CA,2023-04-01 23:23:07
341,itoman,26.1247,127.6694,22.21,88,40,10.29,JP,2023-04-01 23:23:08
342,baruun-urt,46.6806,113.2792,-2.23,47,100,9.35,MN,2023-04-01 23:23:09
343,villa bruzual,9.3328,-69.1208,27.9,61,100,1.86,VE,2023-04-01 23:23:09
344,bay roberts,47.5999,-53.2648,1.86,66,75,1.34,CA,2023-04-01 23:23:10
345,monte alegre,-2.0078,-54.0692,23.74,94,80,2.02,BR,2023-04-01 23:16:33
346,la ciotat,43.1748,5.6045,11.93,68,76,13.36,FR,2023-04-01 23:23:12
347,trat,12.5,102.5,24.36,94,59,0.25,TH,2023-04-01 23:23:13
348,port-gentil,-0.7193,8.7815,25.98,94,20,0.51,GA,2023-04-01 23:23:13
349,puerto escondido,15.85,-97.0667,30.46,70,40,4.12,MX,2023-04-01 23:23:14
350,ambon,-3.6954,128.1814,27.08,89,20,1.54,ID,2023-04-01 23:23:14
351,port lincoln,-34.7333,135.8667,15.69,62,46,5.52,AU,2023-04-01 23:23:15
352,whitehorse,60.7161,-135.0538,1.17,65,75,5.66,CA,2023-04-01 23:23:16
353,asosa,10.0667,34.5333,20.0,28,93,1.6,ET,2023-04-01 23:23:16
354,zharkent,44.1628,80.0,4.0,32,0,0.79,KZ,2023-04-01 23:23:17
355,leczyca,52.0596,19.1997,5.44,95,100,4.53,PL,2023-04-01 23:23:18
356,mosquera,4.7059,-74.2302,15.05,88,75,4.12,CO,2023-04-01 23:21:18
357,vardo,70.3705,31.1107,-3.01,86,100,12.35,NO,2023-04-01 23:23:19
358,gbadolite,4.2833,21.0167,23.51,71,81,1.64,CD,2023-04-01 23:23:20
359,ayan,56.45,138.1667,-3.12,88,99,0.98,RU,2023-04-01 23:23:20
360,meshchovsk,54.3244,35.2808,4.59,93,100,5.4,RU,2023-04-01 23:23:21
361,kalabo,-14.97,22.6814,18.32,94,84,2.01,ZM,2023-04-01 23:23:22
362,llangefni,53.2556,-4.3106,8.92,84,100,1.54,GB,2023-04-01 23:23:22
363,husavik,66.0449,-17.3389,-0.2,77,2,7.01,IS,2023-04-01 23:23:23
364,sapatgram,26.3334,90.109,18.87,90,89,1.71,IN,2023-04-01 23:23:23
365,nago,26.5881,127.9761,22.24,77,82,8.74,JP,2023-04-01 23:23:24
366,mangaratiba,-22.9597,-44.0406,25.48,88,10,3.2,BR,2023-04-01 23:23:26
367,aurillac,44.9167,2.45,4.49,93,100,4.63,FR,2023-04-01 23:23:26
368,tiarei,-17.5333,-149.3333,32.01,75,7,5.48,PF,2023-04-01 23:23:27
369,tigil,57.8,158.6667,-0.39,93,71,3.76,RU,2023-04-01 23:23:27
370,trincomalee,8.5711,81.2335,25.81,86,3,4.31,LK,2023-04-01 23:23:28
371,tsaratanana,-16.7833,47.65,22.17,90,89,3.03,MG,2023-04-01 23:23:29
372,dudinka,69.4058,86.1778,-6.32,95,100,10.85,RU,2023-04-01 23:23:29
373,bowen,-20.0167,148.2333,27.74,73,99,2.32,AU,2023-04-01 23:23:30
374,rancho palos verdes,33.7445,-118.387,23.38,66,0,6.17,US,2023-04-01 23:21:34
375,sorong,-0.8833,131.25,26.18,86,100,2.98,ID,2023-04-01 23:23:32
376,iglesias,39.3114,8.535,9.85,89,9,2.79,IT,2023-04-01 23:23:32
377,uvira,-3.4067,29.1458,22.03,86,93,0.89,CD,2023-04-01 23:23:33
378,manbij,36.5281,37.9549,7.87,91,67,3.82,SY,2023-04-01 23:23:33
379,santiago,-33.4569,-70.6483,26.97,26,0,7.2,CL,2023-04-01 23:17:26
380,bengkulu,-3.8004,102.2655,23.04,88,97,1.92,ID,2023-04-01 23:23:34
381,praya,14.9215,-23.5087,24.3,25,0,5.66,CV,2023-04-01 23:23:35
382,linxia,35.6003,103.2064,2.5,86,100,1.59,CN,2023-04-01 23:23:35
383,nome,64.5011,-165.4064,-0.47,93,100,8.23,US,2023-04-01 23:13:50
384,igarka,67.4667,86.5833,-3.54,95,100,10.85,RU,2023-04-01 23:23:36
385,ducheng,23.2373,111.5317,20.03,97,100,1.4,CN,2023-04-01 23:23:37
386,torres,-29.3353,-49.7269,16.57,67,20,4.63,BR,2023-04-01 23:12:38
387,rincon,32.296,-81.2354,25.48,65,100,6.17,US,2023-04-01 23:23:38
388,solone,48.2081,34.8721,4.4,88,84,5.89,UA,2023-04-01 23:23:39
389,broome,42.2506,-75.833,11.5,69,75,3.6,US,2023-04-01 23:23:39
390,indramayu,-6.3264,108.32,25.73,82,99,1.19,ID,2023-04-01 23:23:40
391,sola,-13.8833,167.55,28.27,71,68,4.08,VU,2023-04-01 23:23:40
392,vizinga,61.0749,50.1031,1.33,93,100,2.82,RU,2023-04-01 23:23:41
393,merritt island,28.5392,-80.672,31.03,53,20,4.02,US,2023-04-01 23:23:42
394,hun,29.1268,15.9477,21.07,14,0,4.31,LY,2023-04-01 23:23:42
395,asau,46.4333,26.4,7.51,95,100,1.86,RO,2023-04-01 23:20:46
396,beni,0.5,29.4667,16.13,94,87,1.18,CD,2023-04-01 23:23:43
397,redlands,34.0556,-117.1825,23.39,32,0,5.14,US,2023-04-01 23:20:50
398,isangel,-19.55,169.2667,29.23,68,5,1.86,VU,2023-04-01 23:20:46
399,tommot,58.9564,126.2925,-14.95,87,99,2.7,RU,2023-04-01 23:23:45
400,scarborough,54.2797,-0.4044,5.76,93,100,0.89,GB,2023-04-01 23:20:37
401,quelimane,-17.8786,36.8883,23.31,83,100,2.08,MZ,2023-04-01 23:23:46
402,raudeberg,61.9875,5.1352,1.37,68,49,1.09,NO,2023-04-01 23:23:47
403,san quintin,30.4833,-115.95,15.45,72,0,8.58,MX,2023-04-01 23:23:47
404,mahina,-17.5065,-149.489,31.87,62,20,3.6,PF,2023-04-01 23:23:48
405,mukdahan,16.5833,104.5,25.47,64,4,1.4,TH,2023-04-01 23:23:49
406,whitianga,-36.8333,175.7,19.37,89,100,1.4,NZ,2023-04-01 23:23:49
407,meulaboh,4.1363,96.1285,24.72,88,100,1.6,ID,2023-04-01 23:23:50
408,rivadavia,-33.1905,-68.4608,20.84,40,85,2.23,AR,2023-04-01 23:23:50
409,nabire,-3.3667,135.4833,25.94,86,100,0.82,ID,2023-04-01 23:23:51
410,marawi,7.9986,124.2928,21.33,94,99,0.62,PH,2023-04-01 23:23:51
411,sorland,67.667,12.6934,1.92,56,17,3.98,NO,2023-04-01 23:23:52
412,mount gambier,-37.8333,140.7667,12.34,68,42,1.02,AU,2023-04-01 23:21:30
413,hengshui,37.7322,115.7011,12.18,62,25,2.63,CN,2023-04-01 23:23:53
414,pochutla,15.7432,-96.4661,29.9,53,59,3.48,MX,2023-04-01 23:23:54
415,kieta,-6.2167,155.6333,28.77,70,86,1.55,PG,2023-04-01 23:23:54
416,dzerzhinsk,56.2389,43.4631,4.9,80,100,2.0,RU,2023-04-01 23:23:55
417,hay river,60.8156,-115.7999,-8.01,73,100,2.06,CA,2023-04-01 23:23:56
418,mabaruma,8.2,-59.7833,23.77,84,63,2.04,GY,2023-04-01 23:23:56
419,shubarshi,48.5872,57.1869,7.64,32,10,8.34,KZ,2023-04-01 23:23:57
420,sala,34.0389,-6.8166,15.42,100,26,0.0,MA,2023-04-01 23:23:58
421,chor,25.5167,69.7667,23.46,60,0,5.76,PK,2023-04-01 23:23:59
422,avera,33.194,-82.5271,25.21,43,99,7.23,US,2023-04-01 23:24:00
423,najran,17.4924,44.1277,22.36,36,68,2.81,SA,2023-04-01 23:24:00
424,norman wells,65.282,-126.8329,-9.98,62,75,1.54,CA,2023-04-01 23:24:01
425,figeac,44.75,1.9167,6.21,98,100,3.99,FR,2023-04-01 23:24:01
426,fenoarivo,-18.933,47.4354,19.04,94,75,3.6,MG,2023-04-01 23:24:02
427,barcelona,41.3888,2.159,13.19,84,75,0.51,ES,2023-04-01 23:20:23
428,bitlis,38.5,42.25,-8.75,88,5,2.9,TR,2023-04-01 23:24:04
429,khandyga,62.6667,135.6,-17.83,92,98,2.2,RU,2023-04-01 23:24:05
430,faanui,-16.4833,-151.75,27.99,72,0,3.3,PF,2023-04-01 23:24:05
431,wagga wagga,-35.1167,147.3667,18.25,58,7,3.53,AU,2023-04-01 23:24:06
432,vila,42.0304,-8.1588,4.28,81,5,2.03,PT,2023-04-01 23:24:07
433,hirara,24.8,125.2833,21.15,73,40,7.2,JP,2023-04-01 23:24:07
434,inta,66.0317,60.1659,-0.05,98,100,6.05,RU,2023-04-01 23:24:08
435,prince george,53.9166,-122.753,7.92,39,40,5.14,CA,2023-04-01 23:24:09
436,ulundi,-28.3352,31.4162,19.1,97,99,0.52,ZA,2023-04-01 23:24:09
437,fort nelson,58.8053,-122.7002,-1.7,63,100,3.6,CA,2023-04-01 23:24:10
438,bairiki,1.3292,172.9752,29.0,79,75,3.09,KI,2023-04-01 23:24:11
439,andenes,69.3143,16.1194,-1.01,64,100,3.6,NO,2023-04-01 23:24:11
440,verkhoyansk,67.5447,133.385,-24.57,98,94,1.79,RU,2023-04-01 23:24:12
441,vanimo,-2.6741,141.3028,27.68,76,45,1.08,PG,2023-04-01 23:24:13
442,milkovo,54.7167,158.6167,1.2,69,4,0.4,RU,2023-04-01 23:24:13
443,idah,7.1065,6.7342,27.94,69,57,3.36,NG,2023-04-01 23:24:15
444,marystown,47.1666,-55.1483,2.7,100,100,0.89,CA,2023-04-01 23:24:15
445,vercelli,45.3231,8.4153,12.3,64,84,2.0,IT,2023-04-01 23:24:16
446,thinadhoo,0.5333,72.9333,27.45,76,97,1.91,MV,2023-04-01 23:24:17
447,codrington,-38.2667,141.9667,13.86,65,60,0.57,AU,2023-04-01 23:24:17
448,dongsheng,39.8161,109.9776,9.33,81,100,9.36,CN,2023-04-01 23:24:18
449,marzuq,14.4,46.4667,22.76,64,100,1.14,YE,2023-04-01 23:21:44
450,pueblo bello,8.2041,-76.526,27.28,86,98,2.22,CO,2023-04-01 23:24:19
451,honiara,-9.4333,159.95,28.69,74,98,0.63,SB,2023-04-01 23:24:20
452,cusuna,15.85,-85.2333,27.46,68,96,6.02,HN,2023-04-01 23:24:20
453,ambilobe,-13.2,49.05,22.74,95,92,1.49,MG,2023-04-01 23:24:21
454,aguada de pasajeros,22.385,-80.8508,28.74,47,20,1.58,CU,2023-04-01 23:24:22
455,huilong,31.8111,121.655,13.29,76,0,2.68,CN,2023-04-01 23:24:23
456,renqiu,38.6989,116.0936,12.94,63,9,2.57,CN,2023-04-01 23:24:24
457,sibu,2.3,111.8167,24.17,94,40,1.54,MY,2023-04-01 23:21:27
458,taree,-31.9,152.4667,19.56,78,95,2.01,AU,2023-04-01 23:24:25
459,flinders,-34.5833,150.8552,16.25,91,97,3.14,AU,2023-04-01 23:24:26
460,quesnel,52.9999,-122.5029,6.28,36,75,3.6,CA,2023-04-01 23:24:26
461,rocha,-34.4833,-54.3333,13.56,79,11,1.41,UY,2023-04-01 23:24:27
462,antsohihy,-14.8796,47.9875,23.66,93,100,0.6,MG,2023-04-01 23:24:28
463,ucluelet,48.9329,-125.5528,8.38,76,34,1.34,CA,2023-04-01 23:24:28
464,mathbaria,22.2876,89.9593,22.92,87,46,2.1,BD,2023-04-01 23:24:29
465,mayor pablo lagerenza,-19.9309,-60.7718,28.84,53,68,2.09,PY,2023-04-01 23:24:30
466,zabol,32.25,67.25,10.75,61,26,0.79,AF,2023-04-01 23:24:30
467,sobolevo,54.4299,31.8996,7.14,92,100,5.83,RU,2023-04-01 23:24:31
468,conceicao do araguaia,-8.2578,-49.2647,23.42,92,81,1.55,BR,2023-04-01 23:24:32
469,savannah bight,16.45,-85.85,26.46,82,56,12.48,HN,2023-04-01 23:24:32
470,san carlos de bariloche,-41.1456,-71.3082,12.86,62,40,6.17,AR,2023-04-01 23:24:33
471,mogadishu,2.0371,45.3438,27.43,76,40,4.3,SO,2023-04-01 23:20:36
472,shingu,33.7333,135.9833,16.64,76,100,5.83,JP,2023-04-01 23:22:46
473,mayo,38.8876,-76.5119,21.99,49,75,6.69,US,2023-04-01 23:24:35
474,yeppoon,-23.1333,150.7333,20.88,85,100,5.88,AU,2023-04-01 23:21:22
475,healesville,-37.65,145.5167,14.01,58,19,0.71,AU,2023-04-01 23:24:36
476,saint-marc-des-carrieres,46.6834,-72.0491,2.04,100,100,1.54,CA,2023-04-01 23:24:37
477,rio grande,-32.035,-52.0986,18.06,65,14,5.63,BR,2023-04-01 23:24:38
478,wad rawah,15.1603,33.1397,23.85,10,83,5.36,SD,2023-04-01 23:24:40
479,vohibinany,-17.35,49.0333,21.62,99,92,1.04,MG,2023-04-01 23:24:40
480,farmington,36.7281,-108.2187,16.38,13,0,2.57,US,2023-04-01 23:21:58
481,kulu,39.0951,33.0799,8.4,69,82,6.1,TR,2023-04-01 23:24:42
482,new richmond,45.123,-92.5366,2.82,66,0,0.0,US,2023-04-01 23:24:42
483,waverley,-25.7023,28.2591,17.52,78,17,1.03,ZA,2023-04-01 23:24:43
484,ko samui,9.5357,99.9357,26.95,83,20,0.0,TH,2023-04-01 23:24:43
485,aklavik,68.2191,-135.0107,-13.0,56,20,0.0,CA,2023-04-01 23:24:44
486,cuauhtemoc,28.4167,-106.8667,22.63,10,96,9.47,MX,2023-04-01 23:20:31
487,westport,41.1415,-73.3579,17.37,77,0,8.23,US,2023-04-01 23:24:45
488,pine bluff,34.2284,-92.0032,22.96,26,0,5.14,US,2023-04-01 23:24:46
489,evensk,61.95,159.2333,-5.08,93,100,2.79,RU,2023-04-01 23:24:46
490,zaysan,47.4667,84.8667,-6.04,49,9,2.52,KZ,2023-04-01 23:24:47
491,loiza,18.4313,-65.8802,26.0,74,20,5.66,PR,2023-04-01 23:24:48
492,baryshivka,50.361,31.3217,8.55,88,100,5.45,UA,2023-04-01 23:24:49
493,sosnovo-ozerskoye,52.5249,111.5418,-8.58,33,100,4.99,RU,2023-04-01 23:24:49
494,ca mau,9.1769,105.15,24.34,85,91,0.86,VN,2023-04-01 23:21:32
495,kropotkin,45.4375,40.5756,5.21,66,0,3.02,RU,2023-04-01 23:24:50
496,llanes,43.4198,-4.7549,9.65,80,29,7.9,ES,2023-04-01 23:24:51
497,dhidhdhoo,6.8833,73.1,28.28,61,27,2.52,MV,2023-04-01 23:24:52
498,mancheral,18.8667,79.4333,25.87,67,43,1.76,IN,2023-04-01 23:24:52
499,neryungri,56.6709,124.6491,-15.41,88,100,4.52,RU,2023-04-01 23:24:53
500,batticaloa,7.7102,81.6924,24.74,87,5,3.03,LK,2023-04-01 23:24:54
501,saldanha,-33.0117,17.9442,16.03,90,0,4.37,ZA,2023-04-01 23:24:55
502,ubatuba,-23.4339,-45.0711,23.87,90,26,2.87,BR,2023-04-01 23:24:11
503,sao gabriel,-30.3364,-54.32,17.1,54,0,3.11,BR,2023-04-01 23:24:56
504,sibolga,1.7427,98.7792,23.47,94,100,2.45,ID,2023-04-01 23:24:56
505,cape coast,5.1053,-1.2466,27.08,84,12,3.22,GH,2023-04-01 23:16:36
506,xinyang,32.1228,114.0656,15.5,73,0,2.48,CN,2023-04-01 23:24:57
507,warrington,53.3925,-2.5802,9.06,82,75,3.09,GB,2023-04-01 23:24:58
508,urusha,54.05,122.9,-8.1,67,100,3.57,RU,2023-04-01 23:24:59
509,nemuro,43.3236,145.575,0.86,77,29,7.49,JP,2023-04-01 23:24:59
510,naze,28.3667,129.4833,19.51,79,38,8.05,JP,2023-04-01 23:25:00
511,sambava,-14.2667,50.1667,24.73,87,89,2.9,MG,2023-04-01 23:21:03
512,srednekolymsk,67.45,153.6833,-21.92,92,100,4.3,RU,2023-04-01 23:21:40
513,olga,43.7444,135.2892,4.27,63,2,0.23,RU,2023-04-01 23:25:02
514,biak,-0.9131,122.8766,25.24,75,100,0.4,ID,2023-04-01 23:25:02
515,ipixuna,-1.7625,-48.8043,22.78,98,100,1.38,BR,2023-04-01 23:25:03
516,ringebu,61.5167,10.1667,-9.42,85,53,1.33,NO,2023-04-01 23:25:04
517,yumen,40.2833,97.2,-2.75,28,18,7.18,CN,2023-04-01 23:25:05
518,cradock,-32.1642,25.6192,16.51,57,1,0.9,ZA,2023-04-01 23:25:05
519,tiznit,29.5833,-9.5,22.06,26,0,1.0,MA,2023-04-01 23:25:06
520,sinait,17.8664,120.4583,23.97,77,7,1.36,PH,2023-04-01 23:25:07
521,otofuke,42.9917,143.2003,3.53,69,8,1.25,JP,2023-04-01 23:25:08
522,mehamn,71.0357,27.8492,-3.03,68,75,11.83,NO,2023-04-01 23:25:08
523,mahibadhoo,3.7833,72.9667,27.87,73,13,4.03,MV,2023-04-01 23:25:09
524,traverse city,44.7631,-85.6206,1.11,66,100,3.13,US,2023-04-01 23:25:10
525,snyder,32.7179,-100.9176,24.49,9,0,4.12,US,2023-04-01 23:25:10
526,auki,-8.7676,160.7034,28.3,75,100,0.41,SB,2023-04-01 23:21:43
527,harer,9.3094,42.1258,16.25,84,98,0.25,ET,2023-04-01 23:20:38
528,luau,-10.7073,22.2247,17.81,98,96,1.08,AO,2023-04-01 23:25:13
529,cap-aux-meules,47.3821,-61.8597,0.03,100,100,11.32,CA,2023-04-01 23:25:13
530,bubaque,11.2833,-15.8333,25.42,75,1,8.17,GW,2023-04-01 23:25:14
531,san lorenzo,-25.3333,-57.5333,26.52,74,0,3.13,PY,2023-04-01 23:25:15
532,mackay,-21.15,149.2,25.38,89,58,5.14,AU,2023-04-01 23:25:15
533,panjakent,39.4952,67.6093,13.67,59,83,2.09,TJ,2023-04-01 23:25:16
534,san alberto,7.7611,-73.3922,28.41,73,93,0.94,CO,2023-04-01 23:25:17
535,saint-paul,-21.0096,55.2707,26.05,94,47,0.45,RE,2023-04-01 23:21:55
536,donskoye,45.4552,41.9741,5.07,63,97,2.98,RU,2023-04-01 23:25:18
537,bandar-e anzali,37.4727,49.4622,6.06,87,75,2.1,IR,2023-04-01 23:25:19
538,mount isa,-20.7333,139.5,25.87,29,95,4.12,AU,2023-04-01 23:25:20
539,acapulco,16.8634,-99.8901,29.9,62,0,5.14,MX,2023-04-01 23:21:27
540,gemena,3.25,19.7667,22.53,77,26,1.28,CD,2023-04-01 23:25:21
541,chutove,49.7104,35.1603,5.11,85,99,4.75,UA,2023-04-01 23:25:21
542,caborca,30.5838,-111.101,25.55,8,0,7.08,MX,2023-04-01 23:25:22
543,tete,-16.1564,33.5867,23.05,88,75,0.0,MZ,2023-04-01 23:25:23
544,maniitsoq,65.4167,-52.9,-6.94,56,64,3.46,GL,2023-04-01 23:25:23
545,russell,32.3502,-85.1999,27.6,39,94,4.66,US,2023-04-01 23:25:24
546,bitung,1.4451,125.1824,23.47,86,100,3.37,ID,2023-04-01 23:25:24
547,mananjary,-21.2167,48.3333,24.38,88,98,1.42,MG,2023-04-01 23:25:25
548,havelock,34.8791,-76.9013,22.21,88,0,12.35,US,2023-04-01 23:25:25
549,palaikastron,35.2,26.25,15.78,68,70,2.9,GR,2023-04-01 23:25:26
550,camalu,30.85,-116.0667,15.7,69,0,8.03,MX,2023-04-01 23:25:27
551,abbeville,50.1,1.8333,8.47,93,100,6.19,FR,2023-04-01 23:25:27
552,panyutyne,48.9333,36.2833,5.27,73,96,5.23,UA,2023-04-01 23:25:28
553,tutin,42.9903,20.3314,3.84,95,69,1.92,RS,2023-04-01 23:25:28
554,ciudad bolivar,8.1222,-63.5497,29.51,53,88,6.17,VE,2023-04-01 23:25:29
555,tahta,26.7693,31.5021,16.37,34,0,3.45,EG,2023-04-01 23:25:29
556,adrar,20.5022,-10.0711,25.68,7,0,4.48,MR,2023-04-01 23:25:30
